"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1151758057891749888","Thu Jul 18 07:41:26 +0000 2019","0","Profesi seorang jurnalis dalam menjalankan tugasnya memang rentan mendapat kekerasan dan persekusi. Di Indonesia hal ini mengalami peningkatan dalam beberapa tahun terakhir #BicaraBaik #KebebasanPers","1151758862657060865","","ulihape","in","","0","1","0","https://x.com/undefined/status/1151758862657060865","45515710",
"1151758057891749888","Thu Jul 18 07:40:53 +0000 2019","0","Karena itu Indonesia saat ini mendukung dunia internasional untuk menciptakan kebebesan pers buat semua kalangan jadi bukan hanya wartawan ya ges #BicaraBaik #KebebasanPers","1151758726467993600","","ulihape","in","","0","1","0","https://x.com/undefined/status/1151758726467993600","45515710",
"1151758057891749888","Thu Jul 18 07:39:48 +0000 2019","0","Nah faktanya memang Indonesia termasuk salah satu negara yang menjadi contoh dengan kebebsan pers yang bagus #BicaraBaik #KebebasanPers","1151758451183251457","","ulihape","in","","0","1","1","https://x.com/undefined/status/1151758451183251457","45515710",
"1125672614947504128","Tue May 07 08:04:00 +0000 2019","1","Prabowo Membangun Isu Kecurangan Lewat Media Asing #PrabowoAntekAsing #KebebasanPers https://t.co/9d1f6Ykl8J","1125672614947504128","https://pbs.twimg.com/media/D58xKVhUEAAFfWC.jpg","","in","","0","1","0","https://x.com/undefined/status/1125672614947504128","1589660280",
"1125669796262006785","Tue May 07 07:52:48 +0000 2019","0","Prabowo kembali bermanuver yang membuktikan betapa dirinya seorang pecundang yang sama sekali tidak bisa menerima kekalahan meskipun faktanya demikian. #PrabowoAntekAsing #KebebasanPers https://t.co/QcMiLO7bkY","1125669796262006785","https://pbs.twimg.com/media/D58usYNUYAAMEaG.jpg","","in","","0","0","2","https://x.com/undefined/status/1125669796262006785","158278197",
"1125666939068506114","Tue May 07 07:41:30 +0000 2019","0","Prabowo Pecundang Undang Media Asing Mainkan Isu Kecurang Pemilu #PrabowoAntekAsing #KebebasanPers https://t.co/4VyFoeo2kx","1125666953308172288","","notbuzzer","in","","0","0","1","https://x.com/undefined/status/1125666953308172288","158278197",
"1125666939068506114","Tue May 07 07:41:29 +0000 2019","0","5. Prabowo menyebut ada pihak-pihak yang sengaja ini merusak nilai-nilai luhur demokrasi tersebut. Hal itu tercermin dengan maraknya kecurangan yang terjadi dalam pemilu 2019 ini. #PrabowoAntekAsing #KebebasanPers","1125666950263140352","","notbuzzer","in","","0","1","1","https://x.com/undefined/status/1125666950263140352","158278197",
"1125666939068506114","Tue May 07 07:41:28 +0000 2019","0","4. Tak pantas dia disebut sebagai negarawan sebab tak mampu menerima kekalahan. Ngaku paling TNI tapi dirinya justru lemah dan malah memprovokasi media asing untuk menjual isu murahan di dalam negeri ke luar negeri. #PrabowoAntekAsing #KebebasanPers","1125666946903490562","","notbuzzer","in","","0","1","1","https://x.com/undefined/status/1125666946903490562","158278197",
"1125666939068506114","Tue May 07 07:41:28 +0000 2019","0","3. Belum puas mendeklarasikan kemenangangan berjilid-jilid hingga sujud syukur lalu mendelegetimasi KPU Prabowo dan kubunya terus berupaya melakukan cara-cara licik dengan memainkan emosi People Power. #PrabowoAntekAsing #KebebasanPers","1125666945167007744","","notbuzzer","in","","0","1","1","https://x.com/undefined/status/1125666945167007744","158278197",
"1125666939068506114","Tue May 07 07:41:27 +0000 2019","0","2. Tak ada kata lain selain Pecundang yang pantas disematkan untuk Prabowo Subianto. Berteriak paling lantang tentang anti asing tapi kenyatraannya dia malah mengundang media sing untuk memprovokasi isu kecurangn Pemilu 2019. #PrabowoAntekAsing #KebebasanPers","1125666941538988032","","notbuzzer","in","","0","1","1","https://x.com/undefined/status/1125666941538988032","158278197",
